date,regime,regime_label,portfolio_USMV_overlay,portfolio_cash_baseline,SPY,USMV,cumret_USMV_overlay_pct,cumret_cash_baseline_pct,cumret_SPY_pct,cumret_USMV_etf_pct,portfolio_USMV_USD,portfolio_cash_USD,cash_USD,positions_value_USD,n_positions
2024-06-11,0,bull,208.4057,209.2578,143.5861,118.0495,108.4057,109.2578,43.5861,18.0495,2084.057,2092.5785,1293.7777,674.6299,10
2024-06-12,0,bull,209.7021,210.5595,144.7654,117.9214,109.7021,110.5595,44.7654,17.9214,2097.0205,2105.595,1371.4538,610.9349,8
2024-06-13,0,bull,207.7264,208.5758,145.0569,117.9071,107.7264,108.5758,45.0569,17.9071,2077.2638,2085.7575,1502.3258,465.2035,6
2024-06-14,0,bull,206.4052,207.2491,145.1451,117.9926,106.4052,107.2491,45.1451,17.9926,2064.0518,2072.4914,1471.554,482.1812,7
2024-06-17,0,bull,205.729,206.5702,146.3003,118.918,105.729,106.5702,46.3003,18.918,2057.2897,2065.7018,1348.3346,602.6618,9
2024-06-18,0,bull,206.4305,207.2745,146.672,119.1459,106.4305,107.2745,46.672,19.1459,2064.3047,2072.7454,1278.8817,671.7294,10
2024-06-20,0,bull,206.8572,207.703,146.2736,119.8008,106.8572,107.703,46.2736,19.8008,2068.5715,2077.0297,1292.987,661.4102,11
2024-06-21,0,bull,206.5739,207.4185,146.0775,119.7866,106.5739,107.4185,46.0775,19.7866,2065.7387,2074.1853,1262.9599,689.7636,12
2024-06-24,0,bull,205.3731,206.2129,145.6026,120.4985,105.3731,106.2129,45.6026,20.4985,2053.7313,2062.1288,1290.6019,658.1497,11
2024-06-25,0,bull,206.8943,207.7402,146.1633,119.9147,106.8943,107.7402,46.1633,19.9147,2068.9427,2077.4023,1220.8144,733.3832,12
2024-06-26,0,bull,205.4492,206.2892,146.3457,119.4164,105.4492,106.2892,46.3457,19.4164,2054.4915,2062.8921,1316.2483,633.2571,12
2024-06-27,0,bull,207.6325,208.4815,146.5765,119.6727,107.6325,108.4815,46.5765,19.6727,2076.3255,2084.8154,1316.2483,647.1609,12
2024-06-28,0,bull,206.3649,207.2087,145.9997,119.5445,106.3649,107.2087,45.9997,19.5445,2063.6493,2072.0873,1268.8391,687.691,13
2024-07-01,0,bull,205.9146,206.7565,146.3001,119.2598,105.9146,106.7565,46.3001,19.2598,2059.1457,2067.5653,1205.0101,748.1725,14
2024-07-02,0,bull,206.3166,207.1602,147.2847,119.6299,106.3166,107.1602,47.2847,19.6299,2063.1657,2071.6017,1221.395,737.4763,14
2024-07-03,0,bull,208.6503,209.5034,147.942,119.4164,108.6503,109.5034,47.942,19.4164,2086.5027,2095.0342,1281.9134,692.1963,14
2024-07-05,0,bull,208.3943,209.2464,148.795,119.7723,108.3943,109.2464,48.795,19.7723,2083.9433,2092.4643,1328.5042,645.3103,13
2024-07-08,0,bull,208.348,209.1999,148.9668,119.8578,108.348,109.1999,48.9668,19.8578,2083.4802,2091.9993,1476.1065,497.6111,9
2024-07-09,0,bull,208.424,209.2763,149.1116,119.6157,108.424,109.2763,49.1116,19.6157,2084.2404,2092.7626,1476.1065,491.506,9
2024-07-10,0,bull,209.4291,210.2854,150.5872,120.5554,109.4291,110.2854,50.5872,20.5554,2094.2909,2102.8542,1476.8975,497.0982,9
2024-07-11,0,bull,208.5167,209.3693,149.2887,121.0538,108.5167,109.3693,49.2887,21.0538,2085.167,2093.6931,1466.1519,511.6981,9
2024-07-12,0,bull,209.497,210.3536,150.2303,121.965,109.497,110.3536,50.2303,21.965,2094.9701,2103.5361,1417.8377,570.9108,10
2024-07-15,0,bull,210.067,210.9259,150.6435,122.1359,110.067,110.9259,50.6435,22.1359,2100.67,2109.2594,1474.9011,519.7454,8
2024-07-16,0,bull,211.3238,212.1878,151.5368,123.3319,111.3238,112.1878,51.5368,23.3319,2113.2376,2121.8784,1332.301,672.1847,10
2024-07-17,0,bull,205.9289,206.7709,149.4121,123.574,105.9289,106.7709,49.4121,23.574,2059.2887,2067.7089,1393.907,580.7492,9
2024-07-18,0,bull,204.6973,205.5343,148.2639,122.8905,104.6973,105.5343,48.2639,22.8905,2046.9733,2055.3431,1485.3279,479.1409,8
2024-07-19,1,bear,205.1329,206.5659,147.2793,121.9508,105.1329,106.5659,47.2793,21.9508,2051.3293,2065.6586,1485.3279,479.7705,8
2024-07-22,1,bear,206.391,207.4772,148.7978,122.5061,106.391,107.4772,48.7978,22.5061,2063.9097,2074.7722,1578.5027,392.8398,6
2024-07-23,1,bear,206.6044,208.0973,148.5644,121.9081,106.6044,108.0973,48.5644,21.9081,2066.0443,2080.9728,1578.5027,399.2499,6
2024-07-24,1,bear,204.12,205.8956,145.1975,121.4667,104.12,105.8956,45.1975,21.4667,2041.2002,2058.9559,1649.8606,312.8743,5
2024-07-25,1,bear,203.8379,205.469,144.441,121.666,103.8379,105.469,44.441,21.666,2038.3788,2054.6899,1680.2197,281.6789,5
2024-07-26,1,bear,205.3999,206.0859,146.0587,122.9902,105.3999,106.0859,46.0587,22.9902,2053.9986,2060.8589,1680.2197,290.4392,5
2024-07-29,1,bear,205.01,205.5829,146.1445,123.1468,105.01,105.5829,46.1445,23.1468,2050.1002,2055.8287,1690.3431,271.9479,5
2024-07-30,1,bear,204.9695,205.2555,145.4041,123.5455,104.9695,105.2555,45.4041,23.5455,2049.6946,2052.5553,1700.5812,259.9593,5
2024-07-31,1,bear,205.7496,205.7598,147.7676,123.9299,105.7496,105.7598,47.7676,23.9299,2057.4963,2057.598,1740.6687,226.287,4
2024-08-01,1,bear,206.132,206.0899,145.6751,124.0011,106.132,106.0899,45.6751,24.0011,2061.3201,2060.8989,1764.2684,203.4734,3
2024-08-02,1,bear,205.5291,205.6992,142.9628,123.7164,105.5291,105.6992,42.9628,23.7164,2055.2907,2056.9924,1788.5626,173.3182,2
2024-08-05,1,bear,203.3633,205.6251,138.7992,120.9541,103.3633,105.6251,38.7992,20.9541,2033.6328,2056.2513,1802.2411,147.6301,1
2024-08-06,1,bear,203.9718,205.6251,140.0789,121.7372,103.9718,105.6251,40.0789,21.7372,2039.7177,2056.2513,1802.2411,154.6523,1
2024-08-07,1,bear,203.9498,205.6251,139.1426,121.7087,103.9498,105.6251,39.1426,21.7087,2039.4979,2056.2513,1802.2411,158.8983,1
2024-08-08,1,bear,205.1777,205.6251,142.3592,123.3034,105.1777,105.6251,42.3592,23.3034,2051.7767,2056.2513,1802.2411,163.9608,1
2024-08-09,1,bear,205.4165,205.6251,142.9869,123.6167,105.4165,105.6251,42.9869,23.6167,2054.1654,2056.2513,1802.2411,136.8518,1
2024-08-12,1,bear,205.2846,205.6251,143.0621,123.4458,105.2846,105.6251,43.0621,23.4458,2052.8459,2056.2513,1802.2411,126.5634,1
2024-08-13,1,bear,206.0811,205.6251,145.4148,124.471,106.0811,105.6251,45.4148,24.471,2060.8107,2056.2513,1802.2411,142.4859,1
2024-08-14,1,bear,206.6928,205.6251,145.8736,125.2683,106.6928,105.6251,45.8736,25.2683,2066.9278,2056.2513,1802.2411,141.996,1
2024-08-15,1,bear,207.3679,205.6251,148.3739,126.1511,107.3679,105.6251,48.3739,26.1511,2073.6786,2056.2513,1802.2411,145.4254,1
2024-08-16,1,bear,207.6819,205.6251,148.7065,126.564,107.6819,105.6251,48.7065,26.564,2076.819,2056.2513,1802.2411,146.5686,1
2024-08-19,1,bear,208.2869,205.6251,150.1284,127.3613,108.2869,105.6251,50.1284,27.3613,2082.8689,2056.2513,1802.2411,144.6905,1
2024-08-20,1,bear,208.3623,205.6251,149.8843,127.461,108.3623,105.6251,49.8843,27.461,2083.6232,2056.2513,1802.2411,145.8337,1
2024-08-21,1,bear,208.8361,205.6251,150.3993,128.0875,108.8361,105.6251,50.3993,28.0875,2088.3605,2056.2513,1802.2411,150.8962,1
2024-08-22,1,bear,208.6004,205.6251,149.2189,127.7743,108.6004,105.6251,49.2189,27.7743,2086.0043,2056.2513,1802.2411,152.4476,1
2024-08-23,1,bear,209.1469,205.6251,150.8044,128.5004,109.1469,105.6251,50.8044,28.5004,2091.4694,2056.2513,1802.2411,159.3882,1
2024-08-26,1,bear,209.2215,205.6251,150.4449,128.6001,109.2215,105.6251,50.4449,28.6001,2092.2147,2056.2513,1802.2411,162.3277,1
2024-08-27,1,bear,209.4127,205.6251,150.6515,128.8564,109.4127,105.6251,50.6515,28.8564,2094.1272,2056.2513,1802.2411,159.7965,1
2024-08-28,1,bear,209.2958,205.6251,149.7769,128.6997,109.2958,105.6251,49.7769,28.6997,2092.9581,2056.2513,1802.2411,156.2037,1
2024-08-29,1,bear,209.6154,205.6251,149.7903,129.1269,109.6154,105.6251,49.7903,29.1269,2096.1543,2056.2513,1802.2411,149.9164,1
2024-08-30,1,bear,210.2876,205.6251,151.2203,130.0239,110.2876,105.6251,51.2203,30.0239,2102.876,2056.2513,1802.2411,151.3862,1
2024-09-03,1,bear,209.7459,205.6251,148.1083,129.2977,109.7459,105.6251,48.1083,29.2977,2097.4588,2056.2513,1802.2411,147.7117,1
2024-09-04,1,bear,209.8099,205.6251,147.8052,129.3832,109.8099,105.6251,47.8052,29.3832,2098.0994,2056.2513,1802.2411,150.3246,1
2024-09-05,1,bear,209.1067,205.6251,147.4457,128.4434,109.1067,105.6251,47.4457,28.4434,2091.0666,2056.2513,1802.2411,181.9247,1
2024-09-06,1,bear,208.1697,205.6251,144.9641,127.1762,108.1697,105.6251,44.9641,27.1762,2081.6972,2056.2513,1802.2411,182.9045,1
2024-09-09,1,bear,209.0161,205.6251,146.5872,128.3153,109.0161,105.6251,46.5872,28.3153,2090.1607,2056.2513,1802.2411,176.8621,1
2024-09-10,1,bear,209.2378,205.6251,147.2257,128.6143,109.2378,105.6251,47.2257,28.6143,2092.3784,2056.2513,1802.2411,175.5557,1
2024-09-11,1,bear,209.1429,205.6251,148.736,128.4862,109.1429,105.6251,48.736,28.4862,2091.4285,2056.2513,1802.2411,178.7402,1
2024-09-12,1,bear,209.7016,205.6251,149.9889,129.2408,109.7016,105.6251,49.9889,29.2408,2097.0161,2056.2513,1802.2411,181.843,1
2024-09-13,1,bear,210.2997,205.6251,150.7722,130.0524,110.2997,105.6251,50.7722,30.0524,2102.9968,2056.2513,1802.2411,198.1738,1
2024-09-16,1,bear,210.7975,205.6251,150.9949,130.7358,110.7975,105.6251,50.9949,30.7358,2107.9752,2056.2513,1802.2411,215.8927,1
2024-09-17,1,bear,210.2542,205.6251,151.0566,129.9812,110.2542,105.6251,51.0566,29.9812,2102.5422,2056.2513,1802.2411,211.565,1
2024-09-18,1,bear,209.7904,205.6251,150.6086,129.3405,109.7904,105.6251,50.6086,29.3405,2097.9045,2056.2513,1802.2411,209.9319,1
2024-09-19,1,bear,210.2455,205.6251,153.1786,129.967,110.2455,105.6251,53.1786,29.967,2102.4553,2056.2513,1802.2411,211.565,1
2024-09-20,1,bear,210.2558,205.6251,152.9139,129.9812,110.2558,105.6251,52.9139,29.9812,2102.5584,2056.2513,1802.2411,212.6265,1
2024-09-23,1,bear,210.637,205.6251,153.296,130.508,110.637,105.6251,53.296,30.508,2106.3696,2056.2513,1802.2411,213.688,1
2024-09-24,1,bear,210.4418,205.6251,153.7346,130.2375,110.4418,105.6251,53.7346,30.2375,2104.4178,2056.2513,1802.2411,206.8291,1
2024-09-25,1,bear,210.0562,205.6251,153.3955,129.7054,110.0562,105.6251,53.3955,29.7054,2100.562,2056.2513,1802.2411,209.8503,1
2024-09-26,1,bear,210.3363,205.6251,154.0037,130.0916,110.3363,105.6251,54.0037,30.0916,2103.3626,2056.2513,1802.2411,210.3402,1
2024-09-27,0,bull,211.8326,206.9766,153.7803,130.2489,111.8326,106.9766,53.7803,30.2489,2118.3259,2069.766,1249.8085,788.9542,8
2024-09-30,0,bull,208.4834,203.7042,154.3966,130.5921,108.4834,103.7042,54.3966,30.5921,2084.8339,2037.0417,1316.7118,677.4422,8
2024-10-01,1,bear,206.4422,201.8276,153.0134,130.3633,106.4422,101.8276,53.0134,30.3633,2064.4218,2018.2758,1399.5105,578.1793,8
2024-10-02,1,bear,206.2947,201.8166,153.078,130.1202,106.2947,101.8166,53.078,30.1202,2062.9467,2018.1656,1462.0072,517.8255,7
2024-10-03,1,bear,206.4901,202.2617,152.7982,129.6768,106.4901,102.2617,52.7982,29.6768,2064.9012,2022.6167,1462.0072,514.6827,7
2024-10-04,1,bear,208.4557,203.8323,154.1867,130.2918,108.4557,103.8323,54.1867,30.2918,2084.5573,2038.323,1503.2782,479.0999,6
2024-10-07,1,bear,208.3609,204.5794,152.7928,128.8759,108.3609,104.5794,52.7928,28.8759,2083.609,2045.7945,1517.3015,475.1375,6
2024-10-08,1,bear,207.9246,203.52,154.2378,129.92,107.9246,103.52,54.2378,29.92,2079.2464,2035.2005,1517.3015,480.4762,6
2024-10-09,1,bear,208.8713,203.7746,155.3061,131.0498,108.8713,103.7746,55.3061,31.0498,2088.7134,2037.7456,1541.7811,463.7902,6
2024-10-10,1,bear,208.3623,203.5173,155.0343,130.6494,108.3623,103.5173,55.0343,30.6494,2083.6233,2035.1732,1569.5889,428.9084,5
2024-10-11,1,bear,209.3179,203.8733,155.9627,131.5933,109.3179,103.8733,55.9627,31.5933,2093.1793,2038.7328,1569.5889,426.5731,5
2024-10-14,1,bear,209.9322,203.9401,157.2383,132.4657,109.9322,103.9401,57.2383,32.4657,2099.3216,2039.4014,1569.5889,428.6621,5
2024-10-15,1,bear,208.5871,202.9621,156.0165,131.9223,108.5871,102.9621,56.0165,31.9223,2085.8712,2029.621,1623.1871,374.7339,5
2024-10-16,1,bear,209.7213,203.6545,156.6947,132.5801,109.7213,103.6545,56.6947,32.5801,2097.2125,2036.5449,1623.1871,377.956,5
2024-10-17,1,bear,208.869,202.6932,156.7081,132.7947,108.869,102.6932,56.7081,32.7947,2088.6896,2026.9321,1785.8308,208.5438,1
2024-10-18,1,bear,208.8891,202.6932,157.3109,132.8233,108.8891,102.6932,57.3109,32.8233,2088.8911,2026.9321,1785.8308,207.2373,1
2024-10-21,1,bear,208.4659,202.6932,157.0526,132.2226,108.4659,102.6932,57.0526,32.2226,2084.6589,2026.9321,1785.8308,200.95,1
2024-10-22,1,bear,208.101,202.6932,156.9691,131.7077,108.101,102.6932,56.9691,31.7077,2081.0104,2026.9321,1785.8308,203.1546,1
2024-10-23,1,bear,207.9083,202.6932,155.5349,131.436,107.9083,102.6932,55.5349,31.436,2079.083,2026.9321,1785.8308,205.1144,1
2024-10-24,1,bear,207.5735,202.6932,155.8712,130.964,107.5735,102.6932,55.8712,30.964,2075.7347,2026.9321,1785.8308,203.7262,1
2024-10-25,1,bear,206.9936,202.6932,155.8174,130.1488,106.9936,102.6932,55.8174,30.1488,2069.9357,2026.9321,1785.8308,205.196,1
2024-10-28,1,bear,207.1466,202.6932,156.2991,130.3633,107.1466,102.6932,56.2991,30.3633,2071.466,2026.9321,1785.8308,206.4208,1
2024-10-29,1,bear,207.0549,202.6932,156.552,130.2346,107.0549,102.6932,56.552,30.2346,2070.5493,2026.9321,1785.8308,205.9309,1
2024-10-30,1,bear,206.6268,202.6932,156.0784,129.6339,106.6268,102.6932,56.0784,29.6339,2066.2679,2026.9321,1785.8308,205.6043,1
2024-10-31,1,bear,205.9624,202.6932,153.0188,128.7043,105.9624,102.6932,53.0188,28.7043,2059.624,2026.9321,1785.8308,204.6244,1
2024-11-01,1,bear,205.9419,202.6932,153.6646,128.6757,105.9419,102.6932,53.6646,28.6757,2059.4187,2026.9321,1785.8308,201.5216,1
2024-11-04,1,bear,205.911,202.6932,153.3336,128.6328,105.911,102.6932,53.3336,28.6328,2059.1101,2026.9321,1785.8308,198.1738,1
2024-11-05,1,bear,206.725,202.6932,155.1877,129.7627,106.725,102.6932,55.1877,29.7627,2067.2502,2026.9321,1785.8308,200.95,1
2024-11-06,1,bear,208.4863,202.6932,159.0466,132.2226,108.4863,102.6932,59.0466,32.2226,2084.863,2026.9321,1785.8308,221.8534,1
2024-11-07,1,bear,208.6668,202.6932,160.2763,132.48,108.6668,102.6932,60.2763,32.48,2086.6683,2026.9321,1785.8308,212.8715,1
2024-11-08,1,bear,209.5122,202.6932,160.9706,133.6814,109.5122,102.6932,60.9706,33.6814,2095.1219,2026.9321,1785.8308,210.7485,1
2024-11-11,1,bear,209.3819,202.6932,161.124,133.4955,109.3819,102.6932,61.124,33.4955,2093.8187,2026.9321,1785.8308,213.3614,1
2024-11-12,1,bear,209.1815,202.6932,160.6235,133.2094,109.1815,102.6932,60.6235,33.2094,2091.815,2026.9321,1785.8308,185.8441,1
2024-11-13,1,bear,209.1815,202.6932,160.7015,133.2094,109.1815,102.6932,60.7015,33.2094,2091.815,2026.9321,1785.8308,175.719,1
2024-11-14,0,bull,208.3,202.8396,159.6682,131.7649,108.3,102.8396,59.6682,31.7649,2083.0003,2028.3963,1309.3469,656.8602,7
2024-11-15,0,bull,207.7214,202.2762,157.623,130.3633,107.7214,102.2762,57.623,30.3633,2077.2141,2022.7618,1368.8204,600.7653,6
2024-11-18,0,bull,212.488,206.9178,158.2689,130.8496,112.488,106.9178,58.2689,30.8496,2124.8797,2069.1779,1327.9867,674.8458,8
2024-11-19,0,bull,215.5986,209.9468,158.8474,130.678,115.5986,109.9468,58.8474,30.678,2155.9855,2099.4683,1257.7203,766.557,9
2024-11-20,0,bull,214.3824,208.7626,158.9012,131.5361,114.3824,108.7626,58.9012,31.5361,2143.8242,2087.6258,1279.725,731.3917,9
2024-11-21,0,bull,216.7131,211.0321,159.7543,132.952,116.7131,111.0321,59.7543,32.952,2167.1305,2110.3211,1279.725,745.2377,9
2024-11-22,0,bull,221.0906,215.2949,160.2494,133.6671,121.0906,115.2949,60.2494,33.6671,2210.906,2152.9491,1207.5605,835.7907,10
2024-11-25,0,bull,227.1361,221.1819,160.793,134.2678,127.1361,121.1819,60.793,34.2678,2271.3609,2211.8192,1207.5605,881.0708,10
2024-11-26,0,bull,223.0184,217.1722,161.6326,135.2546,123.0184,117.1722,61.6326,35.2546,2230.1845,2171.7222,1201.1387,868.8059,11
2024-11-27,0,bull,224.6757,218.786,161.1428,135.0687,124.6757,118.786,61.1428,35.0687,2246.7568,2187.8601,1201.1387,879.1449,11
2024-11-29,0,bull,224.1629,218.2867,162.1438,135.226,124.1629,118.2867,62.1438,35.226,2241.629,2182.8667,1240.6867,838.9251,11
2024-12-02,0,bull,229.0006,222.9976,162.4345,134.6683,129.0006,122.9976,62.4345,34.6683,2290.0063,2229.9758,1240.6867,864.5577,11
2024-12-03,0,bull,229.1469,223.1401,162.5098,134.182,129.1469,123.1401,62.5098,34.182,2291.4695,2231.4007,1165.5135,935.2209,12
2024-12-04,0,bull,230.267,224.2308,163.5189,134.5395,130.267,124.2308,63.5189,34.5395,2302.6704,2242.308,1460.4731,641.8753,8
2024-12-05,0,bull,228.5613,222.5698,163.2498,134.2535,128.5613,122.5698,63.2498,34.2535,2285.6129,2225.6976,1225.1431,867.4184,10
2024-12-06,0,bull,232.8,226.6974,163.5593,133.7672,132.8,126.6974,63.5593,33.7672,2328.0004,2266.974,1225.1431,891.0112,10
2024-12-09,0,bull,229.7593,223.7364,162.717,132.5944,129.7593,123.7364,62.717,32.5944,2297.5929,2237.3635,1519.4123,577.964,7
2024-12-10,0,bull,224.7636,218.8716,162.2111,132.1511,124.7636,118.8716,62.2111,32.1511,2247.6355,2188.7158,1462.3369,604.2995,8
2024-12-11,0,bull,225.0475,219.1481,163.4651,131.865,125.0475,119.1481,63.4651,31.865,2250.475,2191.4808,1410.9938,658.3334,9
2024-12-12,0,bull,224.7964,218.9036,162.6228,131.4932,124.7964,118.9036,62.6228,31.4932,2247.9639,2189.0355,1452.9094,614.9675,8
2024-12-13,0,bull,224.9038,219.0082,162.5906,131.0927,124.9038,119.0082,62.5906,31.0927,2249.0382,2190.0816,1329.1621,738.5654,10
2024-12-16,0,bull,223.77,217.904,163.2848,130.5635,123.77,117.904,63.2848,30.5635,2237.6997,2179.0404,1442.785,622.0288,9
2024-12-17,0,bull,221.961,216.1425,162.6121,129.986,121.961,116.1425,62.6121,29.986,2219.6102,2161.4251,1430.4154,618.8232,9
2024-12-18,1,bear,216.4879,212.4138,157.7657,127.2274,116.4879,112.4138,57.7657,27.2274,2164.8793,2124.1384,1600.8437,421.0744,5
2024-12-19,1,bear,216.6439,212.5289,157.7172,127.2848,116.6439,112.5289,57.7172,27.2848,2166.4388,2125.2889,1637.9088,387.5927,5
2024-12-20,1,bear,218.751,213.7715,159.6116,128.5061,118.751,113.7715,59.6116,28.5061,2187.5099,2137.7148,1637.9088,395.6908,5
2024-12-23,1,bear,218.9084,213.9541,160.5674,128.463,118.9084,113.9541,60.5674,28.463,2189.0836,2139.5415,1663.9505,370.1816,5
2024-12-24,1,bear,220.048,214.4221,162.3521,129.4112,120.048,114.4221,62.3521,29.4112,2200.4804,2144.2208,1663.9505,375.4952,5
2024-12-26,1,bear,220.0384,214.3738,162.3629,129.4687,120.0384,114.3738,62.3629,29.4687,2200.3841,2143.7384,1711.4915,328.0925,5
2024-12-27,1,bear,218.9106,213.7143,160.6538,128.8366,118.9106,113.7143,60.6538,28.8366,2189.106,2137.1425,1721.84,309.9695,5
2024-12-30,1,bear,217.4219,213.2203,158.8205,127.4716,117.4219,113.2203,58.8205,27.4716,2174.2193,2132.203,1789.2461,243.3915,3
2024-12-31,1,bear,217.3639,213.0893,158.2427,127.5722,117.3639,113.0893,58.2427,27.5722,2173.639,2130.8934,1789.2461,241.7603,3
2025-01-02,0,bull,217.2237,213.0893,157.8538,127.3854,117.2237,113.0893,57.8538,27.3854,2172.2372,2130.8934,1789.2461,241.6974,3
2025-01-03,0,bull,220.1652,215.9748,159.8276,128.0176,120.1652,115.9748,59.8276,28.0176,2201.6517,2159.7481,1189.2495,860.8841,12
2025-01-06,0,bull,223.9484,219.686,160.7483,127.3135,123.9484,119.686,60.7483,27.3135,2239.4839,2196.8602,1104.9542,962.8706,14
2025-01-07,0,bull,220.7535,216.552,158.9311,127.0837,120.7535,116.552,58.9311,27.0837,2207.5353,2165.5197,1101.9994,944.0995,15
2025-01-08,0,bull,216.8136,212.6871,159.1633,127.8739,116.8136,112.6871,59.1633,27.8739,2168.1364,2126.8707,1042.3495,990.7688,17
2025-01-10,1,bear,213.1303,209.8824,156.7333,125.9773,113.1303,109.8824,56.7333,25.9773,2131.3027,2098.8242,1209.8803,807.3991,16
2025-01-13,1,bear,211.1486,207.5792,156.9764,126.6814,111.1486,107.5792,56.9764,26.6814,2111.4862,2075.7924,1276.5398,728.3961,15
2025-01-14,1,bear,212.637,208.6902,157.1923,127.3566,112.637,108.6902,57.1923,27.3566,2126.3702,2086.9021,1301.5611,711.8898,15
2025-01-15,1,bear,217.8064,213.3527,160.0517,128.1325,117.8064,113.3527,60.0517,28.1325,2178.0639,2133.5271,1315.0395,731.6374,15
2025-01-16,1,bear,218.728,213.8481,159.7439,128.894,118.728,113.8481,59.7439,28.894,2187.28,2138.4813,1351.7515,706.7374,14
2025-01-17,1,bear,221.5737,216.5208,161.3477,129.0952,121.5737,116.5208,61.3477,29.0952,2215.7373,2165.2079,1351.7515,732.7177,14
2025-01-21,1,bear,223.5866,217.8236,162.8246,130.3164,123.5866,117.8236,62.8246,30.3164,2235.8663,2178.2363,1361.2075,736.0996,14
2025-01-22,1,bear,223.4685,217.7553,163.7399,130.2302,123.4685,117.7553,63.7399,30.2302,2234.6849,2177.5529,1375.0874,721.797,14
2025-01-23,1,bear,223.1664,217.2168,164.6336,130.6756,123.1664,117.2168,64.6336,30.6756,2231.6643,2172.1677,1610.2222,489.8044,8
2025-01-24,0,bull,220.2333,214.371,164.153,130.6613,120.2333,114.371,64.153,30.6613,2202.3326,2143.7095,1088.1862,993.8978,17
2025-01-27,0,bull,206.3335,200.8412,161.831,132.0406,106.3335,100.8412,61.831,32.0406,2063.3349,2008.4118,1244.0361,766.3702,13
2025-01-28,0,bull,208.7631,203.2061,163.2215,131.667,108.7631,103.2061,63.2215,31.667,2087.631,2032.0611,892.1507,1132.874,18
2025-01-29,0,bull,209.6637,204.0828,162.4898,131.4946,109.6637,104.0828,62.4898,31.4946,2096.6372,2040.8276,889.601,1136.7328,19
2025-01-30,0,bull,214.1483,208.448,163.3619,132.759,114.1483,108.448,63.3619,32.759,2141.483,2084.4797,908.674,1143.8761,19
2025-01-31,0,bull,212.7511,207.088,162.4925,132.1124,112.7511,107.088,62.4925,32.1124,2127.5114,2070.8799,902.7773,1145.5715,20
2025-02-03,1,bear,209.9156,204.1194,161.399,132.7159,109.9156,104.1194,61.399,32.7159,2099.1556,2041.1944,993.7228,1041.021,19
2025-02-04,1,bear,215.5739,209.6377,162.4817,132.6728,115.5739,109.6377,62.4817,32.6728,2155.739,2096.3773,1013.1927,1055.9043,19
2025-02-05,1,bear,218.2514,211.8135,163.1405,133.7791,118.2514,111.8135,63.1405,33.7791,2182.5141,2118.1351,1050.006,1037.3498,19
2025-02-06,1,bear,223.0345,216.4497,163.7075,133.7935,123.0345,116.4497,63.7075,33.7935,2230.3446,2164.4974,1097.2366,1022.8823,17
2025-02-07,1,bear,222.6581,216.3311,162.209,133.2044,122.6581,116.3311,62.209,33.2044,2226.5806,2163.3106,1109.785,1008.2339,17
2025-02-10,1,bear,226.3701,219.6992,163.3106,133.7647,126.3701,119.6992,63.3106,33.7647,2263.7008,2196.9919,1149.3589,986.6252,17
2025-02-11,1,bear,221.8707,215.2498,163.4348,133.9515,121.8707,115.2498,63.4348,33.9515,2218.7067,2152.4984,1191.6282,918.3053,16
2025-02-12,0,bull,222.1287,215.7479,162.9083,133.4055,122.1287,115.7479,62.9083,33.4055,2221.2866,2157.4788,964.5515,1150.8946,20
2025-02-13,0,bull,228.383,221.8226,164.6282,134.6124,128.383,121.8226,64.6282,34.6124,2283.8302,2218.2258,1005.081,1140.1921,18
2025-02-14,0,bull,233.0776,226.3823,164.6201,133.5492,133.0776,126.3823,64.6201,33.5492,2330.776,2263.8231,1021.6743,1148.3692,19
2025-02-18,0,bull,237.7692,230.9391,165.1034,133.8509,137.7692,130.9391,65.1034,33.8509,2377.6919,2309.3913,1395.1272,806.6797,12
2025-02-19,0,bull,234.3224,227.5914,165.4922,134.6986,134.3224,127.5914,65.4922,34.6986,2343.2243,2275.9138,1072.5252,1106.6794,18
2025-02-20,0,bull,231.2281,224.5859,164.8037,134.6699,131.2281,124.5859,64.8037,34.6699,2312.281,2245.8593,1068.9912,1095.259,18
2025-02-21,0,bull,220.6003,214.2634,161.9849,133.7072,120.6003,114.2634,61.9849,33.7072,2206.003,2142.6343,1352.1089,754.9885,13
2025-02-24,1,bear,218.17,211.5631,161.2478,134.3682,118.17,111.5631,61.2478,34.3682,2181.6997,2115.631,1451.3247,632.6373,11
2025-02-25,1,bear,216.513,209.5152,160.4459,135.1728,116.513,109.5152,60.4459,35.1728,2165.1301,2095.1517,1598.6042,468.9783,8
2025-02-26,1,bear,216.5796,210.1822,160.5269,134.167,116.5796,110.1822,60.5269,34.167,2165.7955,2101.8222,1598.6042,479.3929,8
2025-02-27,1,bear,214.6418,208.3623,157.9645,134.0664,114.6418,108.3623,57.9645,34.0664,2146.4181,2083.6232,1644.6864,434.2175,7
2025-02-28,1,bear,215.6713,208.2487,160.4297,135.8768,115.6713,108.2487,60.4297,35.8768,2156.7126,2082.4869,1689.0362,397.4204,6
2025-03-03,1,bear,215.0352,207.7682,157.6189,135.6613,115.0352,107.7682,57.6189,35.6613,2150.3519,2077.6821,1689.0362,391.8885,6
2025-03-04,1,bear,213.5578,207.3141,155.7532,134.0952,113.5578,107.3141,55.7532,34.0952,2135.5779,2073.1414,1762.1439,317.0549,3
